dataset_name;grounder;kge;model_name;rule_miner;seed;kge_atom_embedding_size;batch_size;val_batch_size;test_batch_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;corrupt_mode;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;predicate_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;lr_sched;optimizer;early_stopping;epochs;num_rules;loss;weight_loss;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;r2n_prediction_type;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;kge_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;keys_signature;run_signature;ckpt_folder;load_model_ckpt;save_model_ckpt;load_kge_ckpt;save_kge_ckpt;seed_run_i;time_ground_train;time_ground_valid;time_ground_test;time_train;time_inference;time_ground_train;time_ground_valid;time_ground_test;time_train;time_inference;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1;train_concept_hits@3;train_concept_hits@10;train_task_mrr;train_task_hits@1;train_task_hits@3;train_task_hits@10;valid_loss;valid_concept_loss;valid_task_loss;valid_concept_mrr;valid_concept_hits@1;valid_concept_hits@3;valid_concept_hits@10;valid_task_mrr;valid_task_hits@1;valid_task_hits@3;valid_task_hits@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1;test_concept_hits@3;test_concept_hits@10;test_task_mrr;test_task_hits@1;test_task_hits@3;test_task_hits@10
ablation_d1;backward_2_1;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_2_1-complex-sbr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.22;0.04;41.06;0.1;[0.0, 0.0];[0.214, 0.012];[0.038, 0.004];[33.078, 5.804];[0.112, 0.007];[2.407, 0.127];[0.197, 0.25];[4.616, 0.006];[0.999, 0.001];[0.998, 0.002];[1.0, 0.0];[1.0, 0.0];[0.656, 0.007];[0.413, 0.015];[1.0, 0.0];[1.0, 0.0];[0.048, 0.059];[0.08, 0.12];[0.016, 0.005];[0.989, 0.022];[0.987, 0.026];[0.987, 0.026];[0.996, 0.009];[0.998, 0.004];[0.996, 0.009];[1.0, 0.0];[1.0, 0.0];[0.148, 0.081];[0.124, 0.133];[0.172, 0.031];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.971, 0.002];[0.96, 0.0];[0.976, 0.008];[1.0, 0.0]
ablation_d1;backward_2_2;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_2_2-complex-dcr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.24;0.1;71.4;0.11;[0.0, 0.0];[0.234, 0.012];[0.096, 0.008];[59.5, 9.843];[0.1, 0.009];[2.391, 0.144];[0.138, 0.262];[4.618, 0.005];[0.999, 0.001];[0.999, 0.003];[1.0, 0.0];[1.0, 0.0];[0.661, 0.007];[0.41, 0.01];[1.0, 0.0];[1.0, 0.0];[0.091, 0.067];[0.068, 0.133];[0.077, 0.018];[0.972, 0.055];[0.961, 0.078];[0.978, 0.043];[0.996, 0.009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.123, 0.098];[0.086, 0.157];[0.122, 0.025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.998, 0.004];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_2_2;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_2_2-complex-sbr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.24;0.1;68.36;0.1;[0.0, 0.0];[0.238, 0.004];[0.098, 0.004];[64.994, 6.753];[0.104, 0.008];[2.378, 0.134];[0.147, 0.258];[4.609, 0.009];[0.999, 0.001];[0.999, 0.002];[1.0, 0.0];[1.0, 0.0];[0.656, 0.009];[0.414, 0.01];[1.0, 0.0];[1.0, 0.0];[0.046, 0.073];[0.068, 0.133];[0.024, 0.014];[0.971, 0.057];[0.961, 0.078];[0.978, 0.043];[0.991, 0.017];[0.998, 0.004];[0.996, 0.009];[1.0, 0.0];[1.0, 0.0];[0.083, 0.099];[0.114, 0.145];[0.051, 0.052];[0.996, 0.005];[0.992, 0.01];[1.0, 0.0];[1.0, 0.0];[0.996, 0.005];[0.992, 0.01];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_2_3;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_2_3-complex-dcr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.25;0.16;70.15;0.1;[0.0, 0.0];[0.246, 0.005];[0.156, 0.005];[72.21, 5.78];[0.108, 0.007];[2.405, 0.139];[0.142, 0.26];[4.63, 0.005];[1.0, 0.001];[0.999, 0.001];[1.0, 0.0];[1.0, 0.0];[0.649, 0.01];[0.404, 0.01];[1.0, 0.0];[1.0, 0.0];[0.154, 0.052];[0.068, 0.132];[0.195, 0.052];[0.965, 0.063];[0.948, 0.094];[0.978, 0.043];[0.996, 0.009];[0.997, 0.006];[0.996, 0.009];[1.0, 0.0];[1.0, 0.0];[0.16, 0.087];[0.093, 0.154];[0.184, 0.025];[0.995, 0.007];[0.992, 0.01];[0.996, 0.008];[1.0, 0.0];[0.998, 0.004];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_2_3;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_2_3-complex-sbr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.24;0.15;99.45;0.11;[0.0, 0.0];[0.24, 0.0];[0.146, 0.008];[73.95, 12.946];[0.112, 0.007];[2.44, 0.141];[0.267, 0.271];[4.613, 0.013];[0.998, 0.002];[0.996, 0.004];[1.0, 0.0];[1.0, 0.0];[0.653, 0.008];[0.406, 0.011];[1.0, 0.0];[1.0, 0.0];[0.079, 0.089];[0.112, 0.138];[0.046, 0.041];[0.949, 0.103];[0.935, 0.13];[0.952, 0.096];[0.978, 0.043];[0.995, 0.006];[0.996, 0.009];[0.996, 0.009];[1.0, 0.0];[0.13, 0.102];[0.182, 0.135];[0.078, 0.069];[0.987, 0.014];[0.98, 0.022];[0.992, 0.01];[1.0, 0.0];[0.996, 0.005];[0.992, 0.01];[1.0, 0.0];[1.0, 0.0]
ablation_d2;backward_0_1;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_0_1-complex-dcr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.14;0.02;23.84;0.1;[0.0, 0.0];[0.14, 0.0];[0.02, 0.0];[24.996, 1.152];[0.108, 0.004];[2.612, 0.131];[0.136, 0.241];[5.073, 0.005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.619, 0.006];[0.338, 0.018];[1.0, 0.0];[1.0, 0.0];[0.202, 0.047];[0.085, 0.122];[0.299, 0.056];[0.809, 0.096];[0.746, 0.107];[0.833, 0.114];[0.946, 0.068];[0.021, 0.003];[0.0, 0.0];[0.0, 0.0];[0.013, 0.017];[1.705, 0.028];[0.326, 0.056];[3.085, 0.0];[0.962, 0.027];[0.932, 0.041];[0.988, 0.024];[1.0, 0.0];[0.338, 0.023];[0.068, 0.016];[0.276, 0.046];[1.0, 0.0]
ablation_d2;backward_0_1;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_0_1-complex-sbr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.14;0.02;21.25;0.11;[0.0, 0.0];[0.136, 0.008];[0.02, 0.0];[22.242, 0.873];[0.102, 0.007];[2.602, 0.12];[0.136, 0.241];[5.068, 0.003];[1.0, 0.0];[1.0, 0.001];[1.0, 0.0];[1.0, 0.0];[0.611, 0.011];[0.338, 0.016];[1.0, 0.0];[1.0, 0.0];[0.166, 0.048];[0.086, 0.121];[0.246, 0.033];[0.803, 0.073];[0.738, 0.073];[0.842, 0.093];[0.925, 0.07];[0.018, 0.002];[0.0, 0.0];[0.0, 0.0];[0.008, 0.01];[1.744, 0.032];[0.403, 0.064];[3.085, 0.0];[0.962, 0.027];[0.936, 0.041];[0.984, 0.023];[1.0, 0.0];[0.322, 0.013];[0.092, 0.02];[0.288, 0.024];[1.0, 0.0]
ablation_d2;backward_1_1;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;0;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_1_1-complex-no_reasoner-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.02;0.0;20.88;0.11;[0.0, 0.0];[0.02, 0.0];[0.0, 0.0];[20.808, 1.126];[0.094, 0.01];[0.001, 0.0];[0.001, 0.0];[0.001, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.022, 0.002];[0.022, 0.002];[0.022, 0.002];[0.939, 0.021];[0.921, 0.028];[0.942, 0.024];[0.983, 0.008];[0.939, 0.021];[0.921, 0.028];[0.942, 0.024];[0.983, 0.008];[0.398, 0.051];[0.398, 0.051];[0.398, 0.051];[0.984, 0.009];[0.972, 0.016];[0.996, 0.008];[1.0, 0.0];[0.984, 0.009];[0.972, 0.016];[0.996, 0.008];[1.0, 0.0]
ablation_d2;backward_1_1;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_1_1-complex-dcr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.15;0.03;24.76;0.1;[0.0, 0.0];[0.146, 0.005];[0.026, 0.005];[25.178, 0.973];[0.11, 0.006];[2.612, 0.131];[0.136, 0.241];[5.073, 0.005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.619, 0.006];[0.338, 0.018];[1.0, 0.0];[1.0, 0.0];[0.202, 0.047];[0.085, 0.122];[0.299, 0.056];[0.809, 0.096];[0.746, 0.107];[0.833, 0.114];[0.946, 0.068];[0.021, 0.003];[0.0, 0.0];[0.0, 0.0];[0.013, 0.017];[1.705, 0.028];[0.326, 0.056];[3.085, 0.0];[0.962, 0.027];[0.932, 0.041];[0.988, 0.024];[1.0, 0.0];[0.338, 0.023];[0.068, 0.016];[0.276, 0.046];[1.0, 0.0]
ablation_d2;backward_1_1;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_1_1-complex-sbr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.15;0.03;21.56;0.11;[0.0, 0.0];[0.14, 0.006];[0.022, 0.004];[22.308, 0.936];[0.098, 0.007];[2.602, 0.12];[0.136, 0.241];[5.068, 0.003];[1.0, 0.0];[1.0, 0.001];[1.0, 0.0];[1.0, 0.0];[0.611, 0.011];[0.338, 0.016];[1.0, 0.0];[1.0, 0.0];[0.166, 0.048];[0.086, 0.121];[0.246, 0.033];[0.803, 0.073];[0.738, 0.073];[0.842, 0.093];[0.925, 0.07];[0.018, 0.002];[0.0, 0.0];[0.0, 0.0];[0.008, 0.01];[1.744, 0.032];[0.403, 0.064];[3.085, 0.0];[0.962, 0.027];[0.936, 0.041];[0.984, 0.023];[1.0, 0.0];[0.322, 0.013];[0.092, 0.02];[0.288, 0.024];[1.0, 0.0]
ablation_d2;backward_1_2;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_1_2-complex-dcr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.17;0.08;29.14;0.11;[0.0, 0.0];[0.218, 0.096];[0.078, 0.004];[30.838, 1.622];[0.106, 0.008];[2.531, 0.096];[0.102, 0.179];[4.946, 0.005];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[1.0, 0.0];[0.626, 0.009];[0.364, 0.004];[1.0, 0.0];[1.0, 0.0];[0.282, 0.027];[0.156, 0.073];[0.388, 0.134];[0.639, 0.041];[0.558, 0.052];[0.638, 0.05];[0.9, 0.057];[0.643, 0.031];[0.583, 0.035];[0.625, 0.046];[0.796, 0.078];[0.271, 0.066];[0.238, 0.119];[0.287, 0.01];[0.969, 0.013];[0.948, 0.027];[0.988, 0.01];[1.0, 0.0];[0.94, 0.006];[0.924, 0.015];[0.932, 0.016];[1.0, 0.0]
ablation_d2;backward_1_2;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_1_2-complex-sbr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.17;0.08;28.92;0.1;[0.0, 0.0];[0.208, 0.081];[0.078, 0.004];[29.45, 0.795];[0.108, 0.007];[2.5, 0.017];[0.063, 0.034];[4.936, 0.002];[1.0, 0.0];[0.999, 0.0];[1.0, 0.0];[1.0, 0.0];[0.621, 0.01];[0.352, 0.016];[1.0, 0.0];[1.0, 0.0];[0.099, 0.012];[0.064, 0.004];[0.134, 0.024];[0.635, 0.035];[0.529, 0.036];[0.662, 0.033];[0.904, 0.021];[0.634, 0.012];[0.571, 0.01];[0.608, 0.016];[0.825, 0.01];[0.261, 0.035];[0.217, 0.048];[0.304, 0.043];[0.989, 0.007];[0.98, 0.013];[1.0, 0.0];[1.0, 0.0];[0.968, 0.009];[0.956, 0.008];[0.972, 0.01];[1.0, 0.0]
ablation_d2;backward_1_3;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_1_3-complex-dcr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.18;0.14;41.18;0.1;[0.0, 0.0];[0.178, 0.004];[0.13, 0.006];[41.998, 1.17];[0.108, 0.007];[2.516, 0.039];[0.063, 0.072];[4.953, 0.007];[0.999, 0.001];[0.998, 0.002];[1.0, 0.0];[1.0, 0.0];[0.626, 0.008];[0.364, 0.012];[1.0, 0.0];[1.0, 0.0];[0.419, 0.072];[0.151, 0.052];[0.668, 0.189];[0.714, 0.055];[0.642, 0.069];[0.725, 0.061];[0.908, 0.017];[0.651, 0.015];[0.592, 0.021];[0.654, 0.021];[0.8, 0.043];[0.252, 0.09];[0.194, 0.169];[0.293, 0.044];[0.958, 0.041];[0.932, 0.061];[0.984, 0.023];[1.0, 0.0];[0.95, 0.02];[0.92, 0.033];[0.968, 0.01];[1.0, 0.0]
ablation_d2;backward_1_3;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_1_3-complex-sbr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.18;0.14;41.85;0.12;[0.0, 0.0];[0.178, 0.004];[0.134, 0.008];[42.07, 0.654];[0.114, 0.005];[2.511, 0.038];[0.087, 0.074];[4.936, 0.002];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[1.0, 0.0];[0.62, 0.01];[0.351, 0.017];[1.0, 0.0];[1.0, 0.0];[0.104, 0.018];[0.073, 0.02];[0.135, 0.026];[0.633, 0.035];[0.537, 0.031];[0.667, 0.056];[0.892, 0.046];[0.638, 0.009];[0.575, 0.017];[0.612, 0.021];[0.879, 0.02];[0.239, 0.036];[0.235, 0.045];[0.243, 0.032];[0.986, 0.004];[0.976, 0.008];[0.996, 0.008];[1.0, 0.0];[0.974, 0.005];[0.968, 0.01];[0.972, 0.01];[1.0, 0.0]
ablation_d2;backward_2_1;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_2_1-complex-dcr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.15;0.03;24.7;0.1;[0.0, 0.0];[0.15, 0.0];[0.024, 0.005];[25.23, 1.041];[0.104, 0.005];[2.612, 0.131];[0.136, 0.241];[5.073, 0.005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.619, 0.006];[0.338, 0.018];[1.0, 0.0];[1.0, 0.0];[0.202, 0.047];[0.085, 0.122];[0.299, 0.056];[0.809, 0.096];[0.746, 0.107];[0.833, 0.114];[0.946, 0.068];[0.021, 0.003];[0.0, 0.0];[0.0, 0.0];[0.013, 0.017];[1.705, 0.028];[0.326, 0.056];[3.085, 0.0];[0.962, 0.027];[0.932, 0.041];[0.988, 0.024];[1.0, 0.0];[0.338, 0.023];[0.068, 0.016];[0.276, 0.046];[1.0, 0.0]
ablation_d2;backward_2_1;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_2_1-complex-sbr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.14;0.02;21.64;0.1;[0.0, 0.0];[0.14, 0.0];[0.02, 0.0];[22.54, 0.957];[0.102, 0.007];[2.602, 0.12];[0.136, 0.241];[5.068, 0.003];[1.0, 0.0];[1.0, 0.001];[1.0, 0.0];[1.0, 0.0];[0.611, 0.011];[0.338, 0.016];[1.0, 0.0];[1.0, 0.0];[0.166, 0.048];[0.086, 0.121];[0.246, 0.033];[0.803, 0.073];[0.738, 0.073];[0.842, 0.093];[0.925, 0.07];[0.018, 0.002];[0.0, 0.0];[0.0, 0.0];[0.008, 0.01];[1.744, 0.032];[0.403, 0.064];[3.085, 0.0];[0.962, 0.027];[0.936, 0.041];[0.984, 0.023];[1.0, 0.0];[0.322, 0.013];[0.092, 0.02];[0.288, 0.024];[1.0, 0.0]
ablation_d2;backward_2_2;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;TRUE;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;TRUE;100;1;binary_crossentropy;0.5;FALSE;3;1;FALSE;nofull;1;0.0;100;0.0;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_2_2-complex-dcr-None-1-100-256-256-256;./../checkpoints/;FALSE;TRUE;FALSE;TRUE;4;0.0;0.17;0.08;29.33;0.11;[0.0, 0.0];[0.17, 0.0];[0.078, 0.004];[31.322, 1.454];[0.108, 0.004];[2.533, 0.095];[0.108, 0.176];[4.943, 0.002];[0.999, 0.0];[0.999, 0.001];[1.0, 0.0];[1.0, 0.0];[0.624, 0.006];[0.36, 0.003];[1.0, 0.0];[1.0, 0.0];[0.258, 0.02];[0.169, 0.077];[0.328, 0.105];[0.646, 0.051];[0.558, 0.068];[0.658, 0.063];[0.888, 0.047];[0.636, 0.034];[0.571, 0.034];[0.617, 0.058];[0.842, 0.036];[0.25, 0.064];[0.195, 0.115];[0.288, 0.009];[0.983, 0.019];[0.972, 0.03];[0.988, 0.016];[1.0, 0.0];[0.939, 0.003];[0.928, 0.01];[0.944, 0.015];[1.0, 0.0]
